time,iteration,module,variant_index,params,status,resp_len,reward,counts,values
1761286232.2058122,16,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.049981874881911,"[1, 1, 1, 13]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.024644995144058]"
1761286234.658321,17,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.031410058713083,"[1, 1, 1, 14]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.025128213970417]"
1761286237.6127253,18,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.036445441420468,"[1, 1, 1, 15]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.025882695800421]"
1761286239.9105527,19,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.020579674172846,"[1, 1, 1, 16]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.025551256948698]"
1761286242.621917,20,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.010790434051979,"[1, 1, 1, 17]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.024682973248892]"
1761286244.7095652,21,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.047878711960572,"[1, 1, 1, 18]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.02597162539954]"
1761286247.1331775,22,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.015149677581234,"[1, 1, 1, 19]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.0254020491985765]"
1761286249.6691198,23,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.046722041144212,"[1, 1, 1, 20]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.0264680487958575]"
1761286252.6697602,24,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.035336218625585,"[1, 1, 1, 21]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.026890342597273]"
1761286255.4478734,25,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.029369258407126,"[1, 1, 1, 22]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.02700302058863]"
1761286258.2942994,26,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.027262793463644,"[1, 1, 1, 23]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.027014315061457]"
1761286260.8651357,27,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.000354395907364,"[1, 1, 1, 24]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.025903485096704]"
1761286262.9156466,28,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.0005623309253995,"[1, 1, 1, 25]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.024889838929852]"
1761286265.7263663,29,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.042328994185814,"[1, 1, 1, 26]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.025560575670466]"
1761286268.5848138,30,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.02512092697023,"[1, 1, 1, 27]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.0255442923852724]"
1761286270.610511,31,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.032785258535713,"[1, 1, 1, 28]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.025802898319217]"
1761286272.9262831,32,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.0486552794640005,"[1, 1, 1, 29]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.026590911462141]"
1761286275.3179662,33,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.010933842332256,"[1, 1, 1, 30]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.026069009157812]"
1761286278.2960742,34,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.046450306731649,"[1, 1, 1, 31]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.026726470369871]"
1761286280.4794798,35,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.0033479693272325,"[1, 1, 1, 32]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.025995892212288]"
1761286282.7320654,36,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.048719018531869,"[1, 1, 1, 33]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.026684471797729]"
1761286285.1632369,37,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.02920805679925,"[1, 1, 1, 34]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.026758694886009]"
1761286482.0010602,1,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,2.1303191484021795,"[1, 0, 0, 0]","[2.1303191484021795, 0.0, 0.0, 0.0]"
1761286483.0137222,1,search,0,"{""q"": ""needle""}",200,36,0.04301520039501311,"[1, 0, 0]","[0.04301520039501311, 0.0, 0.0]"
1761286485.0768538,2,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,2.2054708149220343,"[1, 1, 0, 0]","[2.1303191484021795, 2.2054708149220343, 0.0, 0.0]"
1761286486.0916216,2,search,1,"{""q"": ""haystack""}",200,36,0.006211632359952396,"[1, 1, 0]","[0.04301520039501311, 0.006211632359952396, 0.0]"
1761286488.2086055,3,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.08287962312217023,"[1, 1, 1, 0]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 0.0]"
1761286489.2194612,3,search,2,"{""q"": ""test""}",200,36,0.0060026799618030985,"[1, 1, 1]","[0.04301520039501311, 0.006211632359952396, 0.0060026799618030985]"
1761286491.3403056,4,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.00786368339594,"[1, 1, 1, 1]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.00786368339594]"
1761286492.354945,4,search,0,"{""q"": ""needle""}",200,36,0.026278460666744732,"[2, 1, 1]","[0.03464683053087892, 0.006211632359952396, 0.0060026799618030985]"
1761286495.0981944,5,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.035920360413341,"[1, 1, 1, 2]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.021892021904641]"
1761286496.10851,5,search,1,"{""q"": ""haystack""}",200,36,0.017808119918915035,"[2, 2, 1]","[0.03464683053087892, 0.012009876139433716, 0.0060026799618030985]"
1761286498.7530448,6,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.014895321096133,"[1, 1, 1, 3]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.019559788301805]"
1761286499.763317,6,search,2,"{""q"": ""test""}",200,36,0.017246532470664915,"[2, 2, 2]","[0.03464683053087892, 0.012009876139433716, 0.011624606216234007]"
1761286502.3815007,7,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.04555581163476,"[1, 1, 1, 4]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.026058794135044]"
1761286503.4011903,7,search,0,"{""q"": ""needle""}",200,36,0.014059118253035158,"[3, 2, 2]","[0.027784259771597666, 0.012009876139433716, 0.011624606216234007]"
1761286505.4846592,8,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.014646523181087,"[1, 1, 1, 5]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.023776339944252]"
1761286506.4955287,8,search,1,"{""q"": ""haystack""}",200,36,0.018659809763297227,"[3, 3, 2]","[0.027784259771597666, 0.014226520680721551, 0.011624606216234007]"
1761286508.8113003,9,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.001814023877795,"[1, 1, 1, 6]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.0201159539331766]"
1761286509.8319983,9,search,2,"{""q"": ""test""}",200,36,0.03104524449591367,"[3, 3, 3]","[0.027784259771597666, 0.014226520680721551, 0.01809815230946056]"
1761286512.2928557,10,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.041282653326786,"[1, 1, 1, 7]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.023139768132263]"
1761286513.3021715,10,search,0,"{""q"": ""needle""}",200,36,0.0018062338099526676,"[4, 3, 3]","[0.021289753281186416, 0.014226520680721551, 0.01809815230946056]"
1761286515.4354868,11,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.02860890179182,"[1, 1, 1, 8]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.023823409839708]"
1761286516.444522,11,search,2,"{""q"": ""test""}",200,36,0.007306278407576589,"[4, 3, 4]","[0.021289753281186416, 0.014226520680721551, 0.015400183833989568]"
1761286519.4386737,12,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.01715143793269,"[1, 1, 1, 9]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.023082079627817]"
1761286520.4530652,12,search,1,"{""q"": ""haystack""}",200,36,0.029630640305842212,"[4, 4, 4]","[0.021289753281186416, 0.018077550587001716, 0.015400183833989568]"
1761286523.01189,13,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.0435429506753255,"[1, 1, 1, 10]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.025128166732568]"
1761286524.0342147,13,search,0,"{""q"": ""needle""}",200,36,0.03748463196967447,"[5, 4, 4]","[0.024528729018884025, 0.018077550587001716, 0.015400183833989568]"
1761286526.8752673,14,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.02000557809727,"[1, 1, 1, 11]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.024662476856632]"
1761286527.894074,14,search,1,"{""q"": ""haystack""}",200,36,0.007608155191048122,"[5, 5, 4]","[0.024528729018884025, 0.015983671507811, 0.015400183833989568]"
1761286530.526051,15,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.041012969820777,"[1, 1, 1, 12]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.026025017936977]"
1761286531.5438452,15,search,2,"{""q"": ""test""}",200,36,0.025042869142672813,"[5, 5, 5]","[0.024528729018884025, 0.015983671507811, 0.017328720895726218]"
1761286534.176084,16,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.046133977992387,"[1, 1, 1, 13]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027571861018163]"
1761286535.1824474,16,search,0,"{""q"": ""needle""}",200,36,0.018188513658763363,"[6, 5, 5]","[0.023472026458863916, 0.015983671507811, 0.017328720895726218]"
1761286537.5861988,17,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.025037033034239,"[1, 1, 1, 14]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027390801876455]"
1761286538.6158907,17,search,2,"{""q"": ""test""}",200,36,0.03925764964134884,"[6, 5, 6]","[0.023472026458863916, 0.015983671507811, 0.020983542353329988]"
1761286541.3038397,18,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.033220404257175,"[1, 1, 1, 15]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027779442035169]"
1761286542.3365898,18,search,1,"{""q"": ""haystack""}",200,36,0.031076438963744263,"[6, 6, 6]","[0.023472026458863916, 0.018499132750466545, 0.020983542353329988]"
1761286545.0820715,19,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.0142139680077555,"[1, 1, 1, 16]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.026931599908456]"
1761286546.0932436,19,search,0,"{""q"": ""needle""}",200,36,0.046474294174477376,"[7, 6, 6]","[0.02675806470395155, 0.018499132750466545, 0.020983542353329988]"
1761286548.2875097,20,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.023264415902202,"[1, 1, 1, 17]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.026715883202206]"
1761286549.3033638,20,search,2,"{""q"": ""test""}",200,36,0.03575999734657835,"[7, 6, 7]","[0.02675806470395155, 0.018499132750466545, 0.02309446449522261]"
1761286551.8606787,21,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.043090192280753,"[1, 1, 1, 18]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027625567039903]"
1761286552.8745651,21,search,1,"{""q"": ""haystack""}",200,36,0.03777440192253581,"[7, 7, 7]","[0.02675806470395155, 0.021252742632190725, 0.02309446449522261]"
1761286555.156431,22,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.024793397873258,"[1, 1, 1, 19]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027476505504816]"
1761286556.1774583,22,search,0,"{""q"": ""needle""}",200,36,0.023553807174768127,"[8, 7, 7]","[0.026357532512803622, 0.021252742632190725, 0.02309446449522261]"
1761286559.072796,23,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.010121177212659,"[1, 1, 1, 20]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.026608739090208]"
1761286560.078772,23,search,2,"{""q"": ""test""}",200,36,0.005941607451064818,"[8, 7, 8]","[0.026357532512803622, 0.021252742632190725, 0.020950357364702885]"
1761286562.2655494,24,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.037257279920738,"[1, 1, 1, 21]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.02711581246309]"
1761286563.2712991,24,search,1,"{""q"": ""haystack""}",200,36,0.0465910118104311,"[8, 8, 8]","[0.026357532512803622, 0.02442002627947077, 0.020950357364702885]"
1761286565.3037198,25,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.041099133635321,"[1, 1, 1, 22]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027751417970919]"
1761286566.3119197,25,search,0,"{""q"": ""needle""}",200,36,0.007841788164980363,"[9, 8, 8]","[0.024300227585267703, 0.02442002627947077, 0.020950357364702885]"
1761286568.478607,26,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.025342228726034,"[1, 1, 1, 23]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027646670612445]"
1761286569.4856985,26,search,1,"{""q"": ""haystack""}",200,36,0.004949823438156937,"[9, 9, 8]","[0.024300227585267703, 0.022256670408213677, 0.020950357364702885]"
1761286572.2339733,27,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.0070159504482765,"[1, 1, 1, 24]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.026787057272272]"
1761286573.2545192,27,search,2,"{""q"": ""test""}",200,36,0.011653353994164584,"[9, 9, 9]","[0.024300227585267703, 0.022256670408213677, 0.01991735699019863]"
1761286575.35392,28,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.038555928593949,"[1, 1, 1, 25]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027257812125138]"
1761286576.3713078,28,search,0,"{""q"": ""needle""}",200,36,0.03232643523397869,"[10, 9, 9]","[0.025102848350138804, 0.022256670408213677, 0.01991735699019863]"
1761286579.1873262,29,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.045478270615379,"[1, 1, 1, 26]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027958598990148]"
1761286580.2063591,29,search,1,"{""q"": ""haystack""}",200,36,0.018310894348529724,"[10, 10, 9]","[0.025102848350138804, 0.021862092802245284, 0.01991735699019863]"
1761286582.7383504,30,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.007138321562601,"[1, 1, 1, 27]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027187477603943]"
1761286583.7651758,30,search,2,"{""q"": ""test""}",200,36,0.027013945668572282,"[10, 10, 10]","[0.025102848350138804, 0.021862092802245284, 0.020627015858035995]"
1761286586.033431,31,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.034381298785442,"[1, 1, 1, 28]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027444399788997]"
1761286587.0579689,31,search,0,"{""q"": ""needle""}",200,36,0.044812237459151395,"[11, 10, 10]","[0.026894610996412674, 0.021862092802245284, 0.020627015858035995]"
1761286589.1697137,32,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.031696116700488,"[1, 1, 1, 29]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.0275910107169794]"
1761286590.1835089,32,search,1,"{""q"": ""haystack""}",200,36,0.005058366529795211,"[11, 11, 10]","[0.026894610996412674, 0.02033448132293164, 0.020627015858035995]"
1761286592.2888403,33,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.040531623577693,"[1, 1, 1, 30]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.028022364479003]"
1761286593.3058996,33,search,2,"{""q"": ""test""}",200,36,0.043670769706195975,"[11, 11, 11]","[0.026894610996412674, 0.02033448132293164, 0.02272190257150508]"
1761286595.4433715,34,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.027049626346226,"[1, 1, 1, 31]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027990985829559]"
1761286596.4575853,34,search,0,"{""q"": ""needle""}",200,36,0.004892816034775794,"[12, 11, 11]","[0.025061128082942932, 0.02033448132293164, 0.02272190257150508]"
1761286598.5728226,35,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.021004610695521,"[1, 1, 1, 32]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027772661606621]"
1761286599.5808926,35,search,2,"{""q"": ""test""}",200,36,0.015805885976692607,"[12, 11, 12]","[0.025061128082942932, 0.02033448132293164, 0.022145567855270706]"
1761286602.5253375,36,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.009091824279167,"[1, 1, 1, 33]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027206575627001]"
1761286603.5373282,36,search,1,"{""q"": ""haystack""}",200,36,0.040269983797980496,"[12, 12, 12]","[0.025061128082942932, 0.02199577319585238, 0.022145567855270706]"
1761286605.6834323,37,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.021206569552004,"[1, 1, 1, 34]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027030104860089]"
1761286606.7094085,37,search,0,"{""q"": ""needle""}",200,36,0.009197777385161482,"[13, 12, 12]","[0.023840870336959745, 0.02199577319585238, 0.022145567855270706]"
1761286608.902546,38,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.016120327545301,"[1, 1, 1, 35]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.026718396936809]"
1761286609.911787,38,search,2,"{""q"": ""test""}",200,36,0.003464786360686295,"[13, 12, 13]","[0.023840870336959745, 0.02199577319585238, 0.0207085846633796]"
1761286612.0792425,39,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.04018848205183,"[1, 1, 1, 36]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.0270925659677825]"
1761286613.0934572,39,search,1,"{""q"": ""haystack""}",200,36,0.0195103905893296,"[13, 13, 13]","[0.023840870336959745, 0.021804589918427552, 0.0207085846633796]"
1761286615.9122155,40,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.01450061293255,"[1, 1, 1, 37]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.026752242912776]"
1761286616.94205,40,search,0,"{""q"": ""needle""}",200,36,0.016254142876235497,"[14, 13, 13]","[0.0232989612326223, 0.021804589918427552, 0.0207085846633796]"
1761286619.9582698,41,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.044730406511649,"[1, 1, 1, 38]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027225352481168]"
1761286620.9754767,41,search,1,"{""q"": ""haystack""}",200,36,0.03553942923343326,"[14, 14, 13]","[0.0232989612326223, 0.02278564986949939, 0.0207085846633796]"
1761286623.9596653,42,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.038370613915506,"[1, 1, 1, 39]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027511128415382]"
1761286624.9818788,42,search,2,"{""q"": ""test""}",200,36,0.04544294257000041,"[14, 14, 14]","[0.0232989612326223, 0.02278564986949939, 0.022475324513852514]"
1761286627.7080834,43,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.0134187494805955,"[1, 1, 1, 40]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027158818942012]"
1761286628.735834,43,search,0,"{""q"": ""needle""}",200,36,0.025311266572665664,"[15, 14, 14]","[0.02343311492195852, 0.02278564986949939, 0.022475324513852514]"
1761286631.5088131,44,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.022843216552323,"[1, 1, 1, 41]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027053560347142]"
1761286632.5367126,44,search,1,"{""q"": ""haystack""}",200,36,0.043122197141442914,"[15, 15, 14]","[0.02343311492195852, 0.024141419687628958, 0.022475324513852514]"
1761286634.8653848,45,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.016424839632024,"[1, 1, 1, 42]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.02680049556821]"
1761286635.8745866,45,search,2,"{""q"": ""test""}",200,36,0.04585513501613367,"[15, 15, 15]","[0.02343311492195852, 0.024141419687628958, 0.024033978547337922]"
1761286638.2373881,46,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.012778077944941,"[1, 1, 1, 43]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.026474392832785]"
1761286639.26094,46,search,1,"{""q"": ""haystack""}",200,36,0.03496613633756902,"[15, 16, 15]","[0.02343311492195852, 0.02481796447825021, 0.024033978547337922]"
1761286641.9928412,47,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.01820876811732,"[1, 1, 1, 44]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.026286537725616]"
1761286643.0079253,47,search,2,"{""q"": ""test""}",200,36,0.03150134800783515,"[15, 16, 16]","[0.02343311492195852, 0.02481796447825021, 0.024500689138619]"
1761286645.6995988,48,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.036155305176627,"[1, 1, 1, 45]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.026505843668971]"
1761286646.7129734,48,search,0,"{""q"": ""needle""}",200,36,0.04982638340302407,"[16, 16, 16]","[0.025082694202025118, 0.02481796447825021, 0.024500689138619]"
1761286649.316062,49,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.045970876674922,"[1, 1, 1, 46]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.026928996560405]"
1761286650.3297627,49,search,0,"{""q"": ""needle""}",200,36,0.04928090924030257,"[17, 16, 16]","[0.026506118616041435, 0.02481796447825021, 0.024500689138619]"
1761286652.6136434,50,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.016609218705164,"[1, 1, 1, 47]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.026709426818803]"
1761286653.626915,50,search,1,"{""q"": ""haystack""}",200,36,0.015044012058747775,"[17, 17, 16]","[0.026506118616041435, 0.024243026100632423, 0.024500689138619]"
1761286655.8739808,51,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.0221980842898954,"[1, 1, 1, 48]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.026615440516117]"
1761286656.8886695,51,search,2,"{""q"": ""test""}",200,36,0.029553946600782324,"[17, 17, 17]","[0.026506118616041435, 0.024243026100632423, 0.024797939577569785]"
1761286659.7736013,52,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.04218939947168,"[1, 1, 1, 49]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.026933276413169]"
1761286660.7851086,52,search,0,"{""q"": ""needle""}",200,36,0.035841570737189216,"[18, 17, 17]","[0.02702475484499409, 0.024243026100632423, 0.024797939577569785]"
1761286663.5722864,53,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.02725803695841,"[1, 1, 1, 50]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.026939771624074]"
1761286664.5772047,53,search,2,"{""q"": ""test""}",200,36,0.024346281569878905,"[18, 17, 18]","[0.02702475484499409, 0.024243026100632423, 0.0247728474660314]"
1761286667.093487,54,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.035453448308625,"[1, 1, 1, 51]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.0271067064610255]"
1761286668.098632,54,search,1,"{""q"": ""haystack""}",200,36,0.025936428018054097,"[18, 18, 18]","[0.02702475484499409, 0.024337103984933627, 0.0247728474660314]"
1761286670.688294,55,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,7.022449951654346,"[1, 1, 1, 52]","[2.1303191484021795, 2.2054708149220343, 0.08287962312217023, 7.027017153483974]"
1761286671.6987274,55,search,0,"{""q"": ""needle""}",200,36,0.025966718728988387,"[19, 18, 18]","[0.026969068733625368, 0.024337103984933627, 0.0247728474660314]"
